"Gender","Age","Driving_License","Region_Code","Previously_Insured","Vehicle_Age","Vehicle_Damage","Annual_Premium","Policy_Sales_Channel","Vintage","Response"
"Female",46,1,15,0,"1-2 Year","Yes",30835,124,76,1
"Male",52,1,28,1,"1-2 Year","No",2630,124,138,0
"Male",43,1,28,0,"> 2 Years","Yes",2630,124,249,0
"Male",24,1,6,1,"< 1 Year","No",18293,152,276,0
"Male",69,1,28,0,"> 2 Years","Yes",2630,156,151,0
"Male",48,1,48,0,"1-2 Year","Yes",2630,124,254,0
"Female",24,1,15,1,"< 1 Year","Yes",2630,152,246,0
"Female",22,1,11,1,"< 1 Year","No",25446,26,189,0
"Male",42,1,22,0,"1-2 Year","Yes",29603,26,191,1
"Female",32,1,18,1,"< 1 Year","No",2630,152,152,0
"Male",21,1,46,1,"< 1 Year","No",36343,160,280,0
"Male",22,1,33,1,"< 1 Year","No",35250,152,294,0
"Male",31,1,0,1,"1-2 Year","No",2630,61,225,0
"Male",27,1,3,1,"< 1 Year","No",19493,152,77,0
"Male",44,1,20,0,"1-2 Year","Yes",2630,26,145,0
"Male",29,1,15,1,"< 1 Year","No",30068,152,134,0
"Male",37,1,48,0,"1-2 Year","Yes",2630,124,129,1
"Male",44,1,28,0,"1-2 Year","Yes",42171,26,241,1
"Male",63,1,28,1,"1-2 Year","No",2630,124,81,0
"Female",41,1,28,0,"1-2 Year","Yes",44316,26,174,0
"Female",67,1,28,1,"1-2 Year","No",2630,156,125,0
"Female",59,1,47,0,"1-2 Year","Yes",2630,124,222,0
"Female",36,1,28,0,"1-2 Year","Yes",29305,26,232,1
"Male",43,1,8,0,"1-2 Year","Yes",36465,7,180,1
"Female",71,1,28,1,"1-2 Year","No",21693,122,105,0
"Female",29,1,47,0,"< 1 Year","Yes",32087,163,24,1
"Male",74,1,28,0,"1-2 Year","Yes",62433,26,54,0
"Male",24,1,41,1,"< 1 Year","No",28593,152,181,0
"Male",38,1,28,1,"1-2 Year","No",34825,26,121,0
"Male",55,1,38,0,"1-2 Year","Yes",35789,124,140,0
"Female",50,1,28,0,"1-2 Year","Yes",44615,26,161,1
"Male",58,1,28,0,"1-2 Year","Yes",2630,124,202,1
"Male",24,1,37,1,"< 1 Year","No",45891,152,215,0
"Male",25,1,8,0,"1-2 Year","Yes",39369,156,136,1
"Male",37,1,14,0,"1-2 Year","Yes",28981,124,152,1
"Male",26,1,30,1,"< 1 Year","No",18207,152,163,0
"Male",40,1,2,0,"1-2 Year","Yes",2630,157,75,0
"Female",71,1,46,0,"1-2 Year","Yes",27110,124,292,0
"Female",47,1,28,0,"1-2 Year","Yes",45393,26,47,0
"Male",43,1,3,0,"1-2 Year","Yes",2630,26,236,1
"Female",40,1,29,0,"1-2 Year","Yes",29628,157,123,1
"Female",27,1,28,1,"< 1 Year","No",53387,152,225,0
"Female",27,1,11,1,"< 1 Year","No",25392,152,66,0
"Female",26,1,29,0,"< 1 Year","No",15377,152,115,0
"Female",43,1,17,0,"1-2 Year","Yes",40421,26,290,1
"Female",50,1,50,1,"1-2 Year","No",31122,124,172,0
"Male",54,1,41,0,"1-2 Year","Yes",55240,26,169,1
"Female",78,1,28,1,"1-2 Year","No",46332,26,288,0
"Male",34,1,41,0,"1-2 Year","Yes",25134,152,139,1
"Female",24,1,29,1,"< 1 Year","No",34202,152,53,0
"Male",77,1,28,1,"1-2 Year","No",26804,124,179,0
"Male",25,1,41,1,"< 1 Year","No",38266,152,242,0
"Female",24,1,8,0,"< 1 Year","Yes",31826,152,272,0
"Male",42,1,28,0,"1-2 Year","Yes",40320,124,280,0
"Female",28,1,46,0,"< 1 Year","Yes",24348,152,52,1
"Male",49,1,11,0,"1-2 Year","Yes",29092,124,295,1
"Female",59,1,8,0,"1-2 Year","Yes",55797,26,271,1
"Female",72,1,50,1,"1-2 Year","Yes",43239,26,238,0
"Male",27,1,22,1,"< 1 Year","No",31144,152,243,0
"Female",23,1,8,0,"< 1 Year","Yes",28704,151,154,0
"Female",46,1,28,0,"1-2 Year","Yes",43689,124,140,1
"Female",25,1,28,1,"< 1 Year","No",33354,152,298,0
"Male",53,1,8,0,"1-2 Year","Yes",47291,26,104,0
"Male",24,1,47,0,"< 1 Year","Yes",34233,152,130,1
"Male",55,1,28,1,"1-2 Year","No",2630,26,248,0
"Female",61,1,36,0,"1-2 Year","Yes",36620,26,223,1
"Female",82,1,28,1,"1-2 Year","No",34226,26,42,0
"Female",40,1,28,0,"1-2 Year","Yes",2630,55,42,0
"Male",37,1,28,0,"1-2 Year","Yes",57045,124,65,0
"Female",24,1,8,1,"< 1 Year","No",42390,152,121,0
"Male",58,1,50,0,"1-2 Year","Yes",38842,120,260,0
"Male",64,1,28,0,"1-2 Year","Yes",2630,157,133,0
"Male",63,1,10,0,"1-2 Year","Yes",30397,154,56,0
"Male",27,1,28,1,"< 1 Year","No",41244,152,226,0
"Female",25,1,33,1,"< 1 Year","No",25362,152,92,0
"Male",56,1,42,1,"1-2 Year","No",31309,26,66,0
"Female",24,1,9,0,"< 1 Year","No",31803,152,218,0
"Female",51,1,28,0,"> 2 Years","Yes",64974,30,86,0
"Female",31,1,6,1,"< 1 Year","No",33849,152,281,0
"Female",30,1,3,1,"< 1 Year","No",38116,151,25,0
"Female",61,1,30,1,"1-2 Year","No",36737,140,134,0
"Female",48,1,20,0,"1-2 Year","No",2630,124,90,0
"Male",21,1,15,1,"< 1 Year","No",44065,152,181,0
"Female",58,1,47,0,"1-2 Year","Yes",47906,124,252,0
"Female",44,1,48,1,"1-2 Year","No",2630,26,189,0
"Female",47,1,41,0,"1-2 Year","Yes",51029,124,269,1
"Male",32,1,28,0,"< 1 Year","Yes",32871,154,93,1
"Male",113,1,31,0,"1-2 Year","Yes",2630,26,228,1
"Female",29,1,41,0,"< 1 Year","Yes",2630,156,181,0
"Female",29,1,33,1,"< 1 Year","Yes",26908,152,244,0
"Male",26,1,35,1,"< 1 Year","No",36623,152,75,0
"Male",73,1,38,0,"1-2 Year","Yes",35865,124,46,1
"Female",45,1,28,0,"1-2 Year","Yes",49110,124,242,0
"Male",28,1,46,0,"< 1 Year","Yes",28413,152,215,0
"Female",55,1,28,1,"1-2 Year","No",2630,124,26,0
"Male",36,1,31,0,"1-2 Year","Yes",2630,124,178,1
"Male",55,1,41,0,"1-2 Year","Yes",29098,30,272,1
"Female",36,1,8,0,"1-2 Year","Yes",2630,157,56,1
"Female",25,1,27,0,"< 1 Year","No",29888,152,182,0
"Male",49,1,8,0,"1-2 Year","Yes",42944,7,237,0
"Male",70,1,5,0,"> 2 Years","Yes",2630,124,111,1
"Male",37,1,28,0,"1-2 Year","Yes",40973,124,140,1
"Female",21,1,10,0,"< 1 Year","Yes",28550,152,139,1
"Female",20,1,28,0,"< 1 Year","Yes",60188,160,264,1
"Female",39,1,12,0,"1-2 Year","Yes",40838,154,211,1
"Male",25,1,28,0,"< 1 Year","Yes",36512,152,106,1
"Male",51,1,28,0,"1-2 Year","Yes",52074,26,150,1
"Male",51,1,17,0,"1-2 Year","Yes",51778,124,56,1
"Female",69,1,28,1,"1-2 Year","No",51701,122,13,0
"Female",21,1,49,0,"< 1 Year","Yes",34484,152,165,0
"Female",38,1,40,1,"1-2 Year","No",33096,26,250,0
"Female",27,1,33,1,"< 1 Year","No",28715,152,204,0
"Female",21,1,35,0,"< 1 Year","Yes",27906,160,52,0
"Male",57,1,41,0,"1-2 Year","Yes",26323,26,137,1
"Male",37,1,0,1,"1-2 Year","No",2630,26,231,0
"Male",70,1,28,1,"1-2 Year","No",40781,122,141,0
"Male",36,1,35,0,"1-2 Year","Yes",37932,124,294,0
"Male",50,1,28,0,"> 2 Years","Yes",50201,124,206,0
"Male",51,1,28,0,"1-2 Year","Yes",41213,26,214,1
"Male",73,1,39,0,"1-2 Year","Yes",54633,124,201,1
"Female",29,1,10,1,"< 1 Year","No",24140,152,215,0
"Male",77,1,28,0,"1-2 Year","Yes",25965,26,161,0
"Male",39,1,28,0,"1-2 Year","Yes",50613,26,18,0
"Male",29,1,48,0,"< 1 Year","Yes",2630,160,135,0
"Female",24,1,29,1,"< 1 Year","No",2630,152,245,0
"Female",21,1,11,1,"< 1 Year","No",28316,152,92,0
"Female",26,1,28,0,"1-2 Year","Yes",2630,157,131,1
"Female",43,1,28,0,"1-2 Year","Yes",34647,26,281,1
"Male",36,1,28,0,"1-2 Year","Yes",36837,26,271,0
"Female",65,1,28,0,"1-2 Year","Yes",47473,26,192,0
"Male",38,1,39,0,"1-2 Year","No",29395,127,77,0
"Female",23,1,13,1,"< 1 Year","No",30322,151,98,0
"Male",33,1,29,0,"1-2 Year","Yes",30187,163,200,0
"Male",52,1,35,0,"1-2 Year","Yes",2630,124,243,1
"Female",22,1,46,1,"< 1 Year","No",26403,152,13,0
"Female",70,1,28,0,"> 2 Years","Yes",49619,122,199,1
"Male",43,1,8,0,"1-2 Year","Yes",65453,26,272,1
"Female",41,1,47,0,"1-2 Year","Yes",26076,124,245,1
"Female",46,1,28,0,"1-2 Year","Yes",51355,26,68,1
"Male",35,1,29,1,"1-2 Year","Yes",2630,157,46,0
"Female",22,1,33,1,"< 1 Year","No",34324,152,144,0
"Female",24,1,28,1,"< 1 Year","No",46909,152,262,0
"Female",46,1,28,0,"1-2 Year","Yes",30745,26,171,1
"Female",53,1,28,1,"1-2 Year","No",34552,124,155,0
"Male",23,1,30,1,"< 1 Year","No",26213,152,66,0
"Female",28,1,29,0,"< 1 Year","Yes",32747,152,208,1
"Female",38,1,21,0,"1-2 Year","Yes",23279,152,104,1
"Male",33,1,46,0,"> 2 Years","Yes",2630,156,251,0
"Male",46,1,46,1,"1-2 Year","No",2630,26,24,0
"Female",25,1,19,1,"< 1 Year","No",38404,152,228,0
"Male",31,1,28,0,"1-2 Year","No",56694,124,194,0
"Male",59,1,28,0,"1-2 Year","Yes",25296,26,246,0
"Male",24,1,28,0,"< 1 Year","Yes",33289,152,46,1
"Male",27,1,46,1,"< 1 Year","No",28753,152,229,0
"Male",44,1,50,0,"1-2 Year","Yes",31051,8,139,1
"Male",28,1,33,1,"< 1 Year","No",30464,152,223,0
"Male",30,1,28,0,"1-2 Year","Yes",56101,155,91,1
"Female",22,1,8,1,"< 1 Year","No",49792,152,158,0
"Male",21,1,36,1,"< 1 Year","No",33966,152,70,0
"Male",48,1,28,0,"1-2 Year","Yes",39307,26,202,1
"Male",21,1,47,0,"< 1 Year","No",37118,160,178,1
"Male",29,1,8,1,"< 1 Year","No",37221,152,196,0
"Male",56,1,15,0,"1-2 Year","Yes",34878,124,36,0
"Male",23,1,29,1,"< 1 Year","No",39103,152,38,0
"Male",33,1,39,0,"1-2 Year","Yes",2630,124,189,0
"Male",53,1,20,0,"1-2 Year","Yes",2630,154,151,0
"Male",46,1,28,0,"> 2 Years","Yes",29094,26,208,1
"Female",24,1,41,1,"< 1 Year","No",49779,152,68,0
"Male",23,1,10,1,"< 1 Year","No",30839,152,146,0
"Male",49,1,46,0,"1-2 Year","Yes",39945,26,113,0
"Female",48,1,41,0,"1-2 Year","No",37825,26,25,0
"Female",45,1,28,0,"< 1 Year","Yes",44723,26,76,1
"Female",44,1,46,0,"1-2 Year","Yes",40967,124,208,0
"Female",71,1,41,1,"1-2 Year","No",2630,12,193,0
"Female",28,1,36,1,"< 1 Year","No",33736,152,39,0
"Female",29,1,30,0,"< 1 Year","Yes",28245,152,165,0
"Female",28,1,4,1,"< 1 Year","No",32884,152,248,0
"Male",52,1,18,0,"1-2 Year","Yes",33436,124,67,1
"Male",38,1,28,0,"1-2 Year","Yes",65212,124,32,0
"Male",20,1,30,1,"< 1 Year","No",54768,160,158,0
"Female",51,1,8,1,"1-2 Year","No",67914,124,105,0
"Male",73,1,11,0,"1-2 Year","Yes",41444,26,94,0
"Female",47,1,28,0,"1-2 Year","Yes",40326,124,159,0
"Male",36,1,28,0,"1-2 Year","Yes",22962,26,90,1
"Female",68,1,8,0,"1-2 Year","Yes",24519,124,283,1
"Female",53,1,28,0,"1-2 Year","Yes",48569,26,15,0
"Male",54,1,3,1,"1-2 Year","No",25672,124,282,0
"Female",29,1,35,1,"< 1 Year","No",25710,152,110,0
"Female",20,1,8,1,"< 1 Year","No",33556,160,106,0
"Male",64,1,37,1,"1-2 Year","No",2630,26,274,0
"Female",27,1,46,0,"< 1 Year","No",20900,152,272,0
"Female",45,1,28,0,"1-2 Year","Yes",2630,122,287,1
"Female",25,1,28,0,"< 1 Year","No",2630,152,231,0
"Female",72,1,28,0,"> 2 Years","Yes",36908,122,2470,0
"Male",23,1,29,1,"< 1 Year","No",31214,152,275,0
"Male",43,1,20,0,"1-2 Year","Yes",2630,26,266,0
"Male",37,1,8,0,"1-2 Year","No",30820,7,28,0
"Male",33,1,6,1,"< 1 Year","No",27549,152,205,0
"Female",47,1,28,0,"1-2 Year","Yes",43229,124,292,1
"Male",23,1,29,1,"< 1 Year","No",34047,152,261,0
"Female",27,1,3,1,"< 1 Year","No",2630,152,243,0
"Male",53,1,18,1,"1-2 Year","No",31506,26,255,0
"Female",21,1,50,1,"< 1 Year","No",47164,160,213,0
"Female",43,1,28,1,"1-2 Year","No",32087,122,187,0
"Female",49,1,9,0,"> 2 Years","Yes",33003,26,104,1
"Male",30,1,3,1,"< 1 Year","No",29158,160,267,0
"Male",49,1,23,0,"> 2 Years","Yes",2630,26,250,0
"Female",21,1,28,0,"< 1 Year","Yes",2630,156,84,0
"Male",42,1,28,0,"1-2 Year","Yes",30412,26,71,0
"Male",32,1,9,0,"1-2 Year","Yes",2630,156,196,0
"Male",65,1,41,0,"1-2 Year","Yes",37625,124,17,1
"Female",24,1,28,1,"< 1 Year","No",50983,152,139,0
"Male",21,1,8,1,"< 1 Year","No",28917,160,246,0
"Male",37,1,41,0,"1-2 Year","Yes",38668,152,287,1
"Male",66,1,28,0,"> 2 Years","Yes",39173,122,130,1
"Female",33,1,23,1,"< 1 Year","No",26878,152,50,0
"Male",47,1,46,0,"1-2 Year","Yes",30580,26,84,1
"Male",45,1,28,0,"1-2 Year","Yes",38909,155,106,1
"Male",60,1,8,1,"1-2 Year","No",43732,26,266,0
"Male",44,1,10,0,"1-2 Year","Yes",27438,124,208,1
"Female",43,1,28,0,"1-2 Year","Yes",48157,26,49,1
"Female",29,1,21,1,"< 1 Year","No",27547,152,256,0
"Male",40,1,37,0,"1-2 Year","Yes",31296,61,240,1
"Male",56,1,47,0,"1-2 Year","Yes",29874,26,40,0
"Male",53,1,8,0,"1-2 Year","Yes",32413,25,242,1
"Male",59,1,14,0,"> 2 Years","Yes",58545,26,283,0
"Female",23,1,31,0,"< 1 Year","No",2630,152,104,0
"Male",43,1,30,1,"1-2 Year","No",29365,122,291,0
"Female",63,1,37,1,"1-2 Year","No",45460,128,173,0
"Female",47,1,28,0,"1-2 Year","Yes",41840,26,140,0
"Female",33,1,8,1,"< 1 Year","No",30155,152,286,0
"Female",49,1,28,0,"1-2 Year","Yes",27944,124,52,1
"Female",24,1,41,1,"< 1 Year","No",30555,152,167,0
"Female",40,1,32,0,"1-2 Year","Yes",28434,124,106,0
"Male",23,1,45,1,"< 1 Year","No",22400,152,113,0
"Male",28,1,8,0,"< 1 Year","Yes",2630,156,107,1
"Female",24,1,41,1,"< 1 Year","No",55140,152,165,0
"Male",67,1,28,0,"> 2 Years","Yes",50217,124,205,0
"Male",41,1,41,0,"1-2 Year","Yes",36835,124,32,1
"Female",22,1,36,1,"< 1 Year","No",29605,152,88,0
"Female",24,1,36,0,"< 1 Year","No",28678,152,236,0
"Female",23,1,5,1,"< 1 Year","No",26922,152,59,0
"Male",23,1,21,0,"< 1 Year","Yes",38379,152,266,1
"Female",23,1,28,0,"< 1 Year","No",48524,157,151,1
"Female",21,1,26,1,"< 1 Year","Yes",24439,152,107,0
"Female",25,1,44,1,"< 1 Year","No",31078,152,90,0
"Female",27,1,28,1,"< 1 Year","No",31237,152,37,0
"Female",53,1,28,0,"> 2 Years","Yes",59322,26,96,0
"Male",45,1,24,0,"1-2 Year","Yes",34243,26,149,0
"Female",32,1,35,0,"< 1 Year","Yes",26685,124,243,0
"Female",37,1,37,0,"1-2 Year","Yes",29194,124,271,0
"Female",22,1,13,0,"< 1 Year","Yes",2630,163,167,0
"Female",27,1,11,1,"< 1 Year","No",28471,152,34,0
"Female",51,1,0,1,"1-2 Year","No",2630,13,81,0
"Male",42,1,28,1,"1-2 Year","No",31924,124,149,0
"Female",21,1,15,1,"< 1 Year","Yes",2630,160,103,0
"Male",29,1,29,1,"< 1 Year","No",29642,152,218,0
"Male",53,1,28,0,"1-2 Year","Yes",43072,122,184,1
"Female",52,1,28,0,"1-2 Year","Yes",50621,26,77,1
"Female",25,1,50,1,"< 1 Year","No",30616,152,162,0
"Female",34,1,29,1,"1-2 Year","No",21753,26,86,0
"Female",48,1,28,0,"1-2 Year","Yes",2630,26,284,0
"Female",23,1,14,0,"< 1 Year","No",25152,152,237,0
"Male",23,1,36,0,"< 1 Year","No",36865,160,46,0
"Female",42,1,28,0,"> 2 Years","Yes",27436,122,216,1
"Female",26,1,8,1,"< 1 Year","No",30067,152,279,0
"Female",70,1,20,0,"1-2 Year","Yes",2630,124,113,0
"Female",79,1,46,0,"> 2 Years","Yes",45200,11,272,0
"Female",23,1,3,1,"< 1 Year","No",32050,152,191,0
"Male",47,1,35,1,"1-2 Year","No",2630,26,197,0
"Female",22,1,46,0,"< 1 Year","Yes",38417,152,265,0
"Male",21,1,32,0,"< 1 Year","No",34043,152,45,0
"Male",47,1,3,0,"> 2 Years","Yes",2630,124,220,1
"Female",25,1,32,0,"< 1 Year","Yes",34283,152,50,0
"Female",25,1,11,1,"< 1 Year","No",27110,152,235,0
"Female",64,1,28,0,"1-2 Year","Yes",64047,52,175,1
"Female",25,1,8,1,"< 1 Year","No",52368,152,208,0
"Female",64,1,52,1,"1-2 Year","No",41740,124,185,0
"Female",78,1,28,1,"1-2 Year","No",29188,26,105,0
"Female",26,1,47,0,"< 1 Year","Yes",31630,152,750,0
"Female",52,1,28,0,"1-2 Year","Yes",73495,124,115,1
"Female",37,1,17,0,"1-2 Year","Yes",38838,124,289,1
"Male",46,1,28,0,"1-2 Year","Yes",34498,52,243,1
"Female",24,1,50,0,"< 1 Year","Yes",32416,152,44,0
"Female",23,1,12,0,"< 1 Year","Yes",33205,152,53,0
"Male",39,1,45,0,"1-2 Year","Yes",26579,124,137,0
"Male",22,1,15,0,"< 1 Year","Yes",37533,152,84,1
"Female",45,1,8,0,"> 2 Years","Yes",51661,124,216,0
"Female",26,1,41,1,"< 1 Year","No",23264,152,74,0
"Male",38,1,4,0,"1-2 Year","Yes",33841,163,263,1
"Male",43,1,35,0,"1-2 Year","Yes",2630,124,49,0
"Male",20,1,36,1,"< 1 Year","No",2630,160,113,0
"Female",36,1,18,0,"1-2 Year","Yes",28978,157,282,1
"Female",31,1,8,1,"< 1 Year","No",41106,152,37,0
"Female",49,1,35,0,"> 2 Years","Yes",27032,26,23,0
"Female",59,1,28,1,"1-2 Year","No",33061,26,15,0
"Male",22,1,3,0,"< 1 Year","No",36242,26,191,0
"Female",29,1,36,1,"< 1 Year","No",26624,152,171,0
"Female",22,1,41,0,"< 1 Year","Yes",45194,152,285,0
"Male",87,1,8,1,"< 1 Year","No",43413,152,291,0
"Male",51,1,2,0,"> 2 Years","Yes",32584,30,98,1
"Female",54,1,24,1,"1-2 Year","No",2630,145,262,0
"Male",52,1,11,0,"> 2 Years","Yes",2630,124,246,0
"Male",41,1,28,1,"1-2 Year","No",26094,124,103,0
"Male",29,1,28,0,"< 1 Year","Yes",48478,124,252,1
"Female",24,1,15,0,"< 1 Year","Yes",38838,152,239,1
"Male",45,1,46,0,"1-2 Year","Yes",31481,26,27,1
"Female",28,1,43,1,"< 1 Year","No",21583,152,109,0
"Female",45,1,47,1,"1-2 Year","No",28958,152,152,0
"Female",21,1,46,1,"< 1 Year","No",24433,152,131,0
"Male",69,1,28,0,"> 2 Years","Yes",41005,26,44,0
"Male",38,1,26,0,"1-2 Year","Yes",31651,124,164,0
"Male",32,1,30,1,"< 1 Year","No",25253,152,23,0
"Male",50,1,8,1,"1-2 Year","No",48453,19,96,0
"Female",44,1,28,0,"1-2 Year","Yes",38640,26,25,1
"Male",52,1,10,0,"> 2 Years","Yes",31092,26,291,0
"Female",22,1,15,1,"< 1 Year","No",37218,152,114,0
"Male",95,1,41,0,"1-2 Year","Yes",45479,26,214,0
"Female",48,1,28,0,"1-2 Year","Yes",41585,122,131,1
"Female",24,1,8,1,"1-2 Year","No",2630,157,64,0
"Male",56,1,8,0,"1-2 Year","Yes",26867,26,255,0
"Female",71,1,35,0,"1-2 Year","Yes",35375,10,199,0
"Female",65,1,28,0,"1-2 Year","Yes",2630,124,120,0
"Male",52,1,41,0,"1-2 Year","Yes",31847,124,87,0
"Male",49,1,28,0,"1-2 Year","Yes",42496,26,202,1
"Male",49,1,26,1,"1-2 Year","No",31237,124,10,0
"Male",66,1,40,0,"1-2 Year","No",2630,124,64,0
"Female",27,1,47,1,"< 1 Year","No",35538,152,43,0
"Female",27,1,28,0,"< 1 Year","Yes",65307,152,91,1
"Male",40,1,11,0,"1-2 Year","Yes",2630,26,202,1
"Male",28,1,28,1,"< 1 Year","No",35028,152,194,0
"Female",48,1,29,1,"1-2 Year","No",31901,26,284,0
"Female",48,1,40,0,"1-2 Year","Yes",29055,26,40,1
"Male",43,1,25,0,"1-2 Year","Yes",27548,124,243,0
"Female",43,1,28,0,"1-2 Year","Yes",38824,26,123,0
"Female",38,1,50,0,"1-2 Year","Yes",34982,26,100,1
"Female",21,1,50,1,"< 1 Year","No",33563,152,77,0
"Male",69,1,28,0,"1-2 Year","Yes",28167,124,161,0
"Male",33,1,28,0,"> 2 Years","Yes",26994,124,181,1
"Male",42,1,34,0,"1-2 Year","Yes",2630,156,1332,1
"Male",43,1,28,0,"1-2 Year","Yes",42536,125,213,1
"Male",45,1,46,0,"1-2 Year","Yes",32340,124,237,1
"Male",24,1,41,0,"< 1 Year","Yes",19439,152,174,0
"Male",49,1,36,0,"1-2 Year","Yes",28459,26,73,0
"Female",40,1,50,1,"1-2 Year","Yes",35119,8,182,0
"Male",23,1,7,1,"< 1 Year","No",32588,160,201,0
"Male",34,1,28,0,"< 1 Year","Yes",29278,124,133,1
"Male",40,1,3,0,"1-2 Year","Yes",24226,157,286,1
"Male",21,1,6,0,"< 1 Year","Yes",22330,152,224,1
"Female",20,1,44,0,"< 1 Year","Yes",28686,160,297,0
"Female",25,1,10,1,"< 1 Year","No",31815,152,158,0
"Female",50,1,28,1,"1-2 Year","No",45315,124,178,0
"Male",74,1,50,1,"1-2 Year","No",31251,8,11,0
"Male",26,1,41,1,"< 1 Year","No",30692,152,251,0
"Male",44,1,28,0,"1-2 Year","No",2630,124,16,0
"Female",63,1,15,1,"1-2 Year","No",44179,14,228,0
"Female",21,1,39,0,"< 1 Year","Yes",49185,152,211,0
"Female",53,1,28,0,"1-2 Year","Yes",70464,26,37,1
"Male",72,1,47,0,"> 2 Years","Yes",31349,154,195,0
"Male",28,1,28,0,"1-2 Year","Yes",23439,163,112,1
"Female",34,1,41,0,"1-2 Year","Yes",25170,152,2576,1
"Male",45,1,39,0,"> 2 Years","Yes",44171,26,109,1
"Male",45,1,28,0,"> 2 Years","Yes",74526,26,280,1
"Female",22,1,20,0,"< 1 Year","Yes",2630,152,45,0
"Male",29,1,28,1,"< 1 Year","No",45507,152,155,0
"Female",41,1,15,0,"1-2 Year","Yes",35258,155,79,1
"Male",36,1,19,0,"1-2 Year","Yes",30123,26,24,1
"Female",37,1,28,1,"1-2 Year","No",32179,124,94,0
"Female",38,1,28,0,"1-2 Year","Yes",25144,124,37,0
"Male",47,1,45,0,"1-2 Year","Yes",32389,26,121,1
"Female",34,1,10,1,"1-2 Year","No",23817,152,182,0
"Male",49,1,28,1,"1-2 Year","Yes",53304,124,175,0
"Female",57,1,8,0,"1-2 Year","Yes",2630,156,298,0
"Female",51,1,28,0,"1-2 Year","Yes",31514,124,220,1
"Male",48,1,15,1,"1-2 Year","No",35434,124,248,0
"Male",66,1,28,0,"1-2 Year","Yes",86343,26,188,1
"Female",24,1,8,1,"< 1 Year","No",26572,152,124,0
"Female",41,1,8,1,"1-2 Year","No",31439,124,209,0
"Male",60,1,46,0,"1-2 Year","No",53567,124,193,0
"Male",41,1,46,0,"1-2 Year","Yes",28681,124,133,0
"Male",26,1,29,1,"< 1 Year","No",34672,152,201,0
"Male",62,1,28,1,"1-2 Year","No",46624,26,249,0
"Male",20,1,46,0,"< 1 Year","No",18637,160,166,0
"Male",22,1,15,0,"< 1 Year","No",28218,152,238,0
"Male",24,1,41,1,"< 1 Year","No",44006,152,168,0
"Male",28,1,28,1,"< 1 Year","No",35359,152,191,0
"Female",37,1,11,0,"1-2 Year","Yes",35043,26,293,1
"Male",53,1,8,0,"1-2 Year","Yes",35224,124,192,1
"Female",22,1,8,1,"< 1 Year","No",39300,160,51,0
"Male",41,1,41,0,"1-2 Year","Yes",33159,124,282,1
"Male",64,1,43,0,"1-2 Year","Yes",43054,26,1841,0
"Male",63,1,39,0,"1-2 Year","Yes",31226,124,228,0
"Male",48,1,48,0,"1-2 Year","Yes",2630,26,128,1
"Male",31,1,23,1,"< 1 Year","No",38887,154,22,0
"Female",39,1,39,0,"1-2 Year","Yes",35159,124,32,1
"Male",20,1,32,1,"< 1 Year","No",30803,160,237,0
"Male",50,1,18,1,"1-2 Year","No",21010,26,294,0
"Male",47,1,8,0,"1-2 Year","Yes",39164,124,117,0
"Female",23,1,26,0,"< 1 Year","Yes",2630,26,38,1
"Male",103,1,15,0,"> 2 Years","Yes",2630,124,225,0
"Female",24,1,8,0,"< 1 Year","No",40872,152,165,0
"Male",53,1,41,1,"1-2 Year","No",31407,26,238,0
"Male",23,1,13,0,"< 1 Year","Yes",35467,151,35,0
"Male",49,1,17,1,"1-2 Year","Yes",38141,26,196,0
"Female",65,1,28,0,"1-2 Year","Yes",29399,124,13,1
"Female",41,1,28,0,"1-2 Year","Yes",40270,61,204,1
"Female",39,1,28,0,"1-2 Year","Yes",42927,122,105,1
"Female",49,1,8,0,"> 2 Years","Yes",32934,26,274,1
"Male",55,1,28,0,"> 2 Years","Yes",43987,26,184,1
"Female",29,1,9,0,"< 1 Year","Yes",2630,156,165,1
"Male",47,1,28,1,"1-2 Year","No",49783,124,72,0
"Male",24,1,28,1,"< 1 Year","No",42238,152,46,0
"Female",29,1,21,0,"< 1 Year","Yes",2630,152,238,0
"Male",35,1,23,0,"1-2 Year","Yes",22138,26,157,1
"Male",55,1,8,1,"1-2 Year","No",60994,124,196,0
"Male",45,1,18,0,"1-2 Year","Yes",36435,156,101,0
"Female",23,1,12,1,"< 1 Year","No",2630,152,182,0
"Female",63,1,8,1,"1-2 Year","No",55553,7,64,0
"Female",41,1,15,0,"1-2 Year","No",2630,160,224,0
"Female",59,1,28,0,"1-2 Year","Yes",2630,124,102,1
"Female",38,1,13,0,"1-2 Year","Yes",2630,26,171,1
"Female",67,1,28,1,"1-2 Year","No",38908,26,216,0
"Male",52,1,28,0,"1-2 Year","Yes",42612,26,174,0
"Male",61,1,14,1,"1-2 Year","No",29968,26,10,0
"Female",26,1,36,1,"< 1 Year","No",40359,152,117,0
"Male",21,1,13,0,"< 1 Year","Yes",34416,152,20,0
"Male",41,1,28,0,"1-2 Year","Yes",29590,157,283,1
"Male",45,1,18,0,"1-2 Year","Yes",33915,26,59,1
"Male",36,1,28,0,"1-2 Year","Yes",28100,124,128,1
"Female",24,1,13,0,"< 1 Year","Yes",51667,151,246,0
"Female",31,1,28,0,"< 1 Year","Yes",45159,121,239,1
"Female",24,1,14,0,"< 1 Year","Yes",26275,152,133,0
